field_1,lat,lon,grid_id,EpiDist,VS30,mmimean,thresh1,thresh2
1292,37.2,-116,1292,403.1331722,432,3.465584993,,
1328,37.2,-115.8,1328,413.7012751,345,3.544998884,,
1364,37.2,-115.6,1364,424.7772033,409,3.439930439,,
1400,37.2,-115.4,1400,436.3222412,349,3.484136581,,
1436,37.2,-115.2,1436,448.3001013,512,3.276476622,,
1472,37.2,-115,1472,460.6769762,537,3.221277714,,
1508,37.2,-114.8,1508,473.4215227,572,3.158414602,,
1544,37.2,-114.6,1544,486.504796,567,3.128899336,,
1580,37.2,-114.4,1580,499.9001493,650,3.029993057,,
1616,37.2,-114.2,1616,513.5831105,366,3.265064716,,
1652,37.2,-114,1652,527.5312457,325,,,
33,37.4,-123,33,536.3062693,600,,,
69,37.4,-122.8,69,522.859192,600,,,
105,37.4,-122.6,105,509.6974946,600,3.077646732,,
141,37.4,-122.4,141,496.8439145,443,3.390272141,,
177,37.4,-122.2,177,484.3230396,456,3.408453465,,
213,37.4,-122,213,472.1613935,228,3.645551443,,
249,37.4,-121.8,249,460.3874981,428,3.402159691,,
285,37.4,-121.6,285,449.0319066,733,3.209701061,,
321,37.4,-121.4,321,438.1271951,571,3.304045916,,
357,37.4,-121.2,357,427.7078985,469,3.437752008,,
393,37.4,-121,393,417.8103793,255,3.675590754,,
429,37.4,-120.8,429,408.4726107,447,3.52071619,,
465,37.4,-120.6,465,399.7338625,447,3.630979538,,
501,37.4,-120.4,501,391.634273,466,3.423169375,,
537,37.4,-120.2,537,384.2143013,710,3.259842396,,
573,37.4,-120,573,377.5140548,710,3.281083584,,
609,37.4,-119.8,609,371.5724988,710,3.300958872,,
645,37.4,-119.6,645,366.4265665,710,3.322113037,,
681,37.4,-119.4,681,362.1102013,710,3.342692614,,
717,37.4,-119.2,717,358.6533739,710,3.35914588,,
753,37.4,-119,753,356.0811331,447,3.661462545,,
789,37.4,-118.8,789,354.4127504,691,3.369449854,,
825,37.4,-118.6,825,353.6610249,352,3.782509327,,
861,37.4,-118.4,861,353.8318022,292,3.815726042,,
897,37.4,-118.2,897,354.9237499,749,3.328853846,,
933,37.4,-118,933,356.9284091,669,3.382503748,,
969,37.4,-117.8,969,359.8305176,586,3.447665215,,
1005,37.4,-117.6,1005,363.6085752,558,3.469299555,,
1041,37.4,-117.4,1041,368.2356059,298,3.750958204,,
1077,37.4,-117.2,1077,373.6800555,441,3.556302309,,
1113,37.4,-117,1113,379.9067601,406,3.576330662,,
1149,37.4,-116.8,1149,386.8779254,436,3.521040916,,
1185,37.4,-116.6,1185,394.5540649,432,3.500756741,,
1221,37.4,-116.4,1221,402.8948549,584,3.332771063,,
1257,37.4,-116.2,1257,411.8598831,305,3.608962297,,
1293,37.4,-116,1293,421.4092754,544,3.315066338,,
1329,37.4,-115.8,1329,431.504198,650,3.204629183,,
1365,37.4,-115.6,1365,442.1072427,428,3.375746489,,
1401,37.4,-115.4,1401,453.1827027,595,3.191796064,,
1437,37.4,-115.2,1437,464.6967564,434,3.311100245,,
1473,37.4,-115,1473,476.6175722,626,3.107487917,,
1509,37.4,-114.8,1509,488.9153497,521,3.163366318,,
1545,37.4,-114.6,1545,501.5623122,533,3.120690107,,
1581,37.4,-114.4,1581,514.532661,587,3.041825295,,
1617,37.4,-114.2,1617,527.8025035,909,2.80172658,,
1653,37.4,-114,1653,541.3497627,832,,,
34,37.6,-123,34,550.8115918,600,,,
70,37.6,-122.8,70,537.7617928,600,,,
106,37.6,-122.6,106,525.0074908,600,3.030916929,,
142,37.6,-122.4,142,512.5708002,412,3.321151733,,
178,37.6,-122.2,178,500.4754537,600,3.126370907,,
214,37.6,-122,214,488.7468468,460,3.141471386,,
250,37.6,-121.8,250,477.4120606,504,3.366764307,,
286,37.6,-121.6,286,466.4998517,733,3.176408768,,
322,37.6,-121.4,322,456.0406032,409,3.420953751,,
358,37.6,-121.2,358,446.0662243,228,3.865384579,,
394,37.6,-121,394,436.6099901,428,4.104886055,,
430,37.6,-120.8,430,427.7063102,447,3.641517162,,
466,37.6,-120.6,466,419.3904169,468,3.343374014,,
502,37.6,-120.4,502,411.6979657,472,3.380035877,,
538,37.6,-120.2,538,404.6645453,710,3.228347778,,
574,37.6,-120,574,398.3250979,710,3.24909687,,
610,37.6,-119.8,610,392.7132599,710,3.26708889,,
646,37.6,-119.6,646,387.8606393,694,3.295235395,,
682,37.6,-119.4,682,383.796056,710,3.298064232,,
718,37.6,-119.2,718,380.544779,709,3.310837269,,
754,37.6,-119,754,378.127802,522,3.409398794,,
790,37.6,-118.8,790,376.5612006,356,3.608544827,,
826,37.6,-118.6,826,375.8556148,491,3.437245369,,
862,37.6,-118.4,862,376.0158947,406,3.58226943,,
898,37.6,-118.2,898,377.0409353,760,3.273255587,,
934,37.6,-118,934,378.9237146,360,3.633590937,,
970,37.6,-117.8,970,381.6515307,688,3.323620796,,
1006,37.6,-117.6,1006,385.2064203,501,3.466999292,,
1042,37.6,-117.4,1042,389.5657279,572,3.391943932,,
1078,37.6,-117.2,1078,394.7027829,389,3.558102369,,
1114,37.6,-117,1114,400.5876445,249,3.743589878,,
1150,37.6,-116.8,1150,407.1878669,412,3.494467259,,
1186,37.6,-116.6,1186,414.4692491,304,3.611181974,,
1222,37.6,-116.4,1222,422.396537,428,3.431559563,,
1258,37.6,-116.2,1258,430.9340541,319,3.541367292,,
1294,37.6,-116,1294,440.0462494,391,3.423193455,,
1330,37.6,-115.8,1330,449.6981531,461,3.321757078,,
1366,37.6,-115.6,1366,459.8557436,526,3.233605623,,
1402,37.6,-115.4,1402,470.486228,873,2.964974165,,
1438,37.6,-115.2,1438,481.5582466,605,3.110758543,,
1474,37.6,-115,1474,493.0420095,527,3.148207665,,
1510,37.6,-114.8,1510,504.9093765,441,3.201912403,,
1546,37.6,-114.6,1546,517.1338909,400,3.216168404,,
1582,37.6,-114.4,1582,529.6907765,541,3.043897867,,
1618,37.6,-114.2,1618,542.5569056,352,3.212230206,,
1654,37.6,-114,1654,555.7107471,766,,,
35,37.8,-123,35,565.8154034,600,,,
71,37.8,-122.8,71,553.1532736,600,,,
107,37.8,-122.6,107,540.7948756,600,,,
143,37.8,-122.4,143,528.7615608,219,,,
179,37.8,-122.2,179,517.0760779,592,,,
215,37.8,-122,215,505.7625882,463,,,
251,37.8,-121.8,251,494.8466559,492,,,
287,37.8,-121.6,287,484.3552086,436,,,
323,37.8,-121.4,323,474.3164607,219,,,
359,37.8,-121.2,359,464.7597913,447,,,
395,37.8,-121,395,455.7155717,447,,,
431,37.8,-120.8,431,447.2149326,468,,,
467,37.8,-120.6,467,439.2894683,710,,,
503,37.8,-120.4,503,431.9708728,679,,,
539,37.8,-120.2,539,425.2905088,710,,,
575,37.8,-120,575,419.278913,710,,,
611,37.8,-119.8,611,413.9652478,710,,,
647,37.8,-119.6,647,409.376714,707,,,
683,37.8,-119.4,683,405.537946,710,,,
719,37.8,-119.2,719,402.4704145,710,,,
755,37.8,-119,755,400.1918679,352,,,
791,37.8,-118.8,791,398.7158427,526,,,
827,37.8,-118.6,827,398.0512726,635,,,
863,37.8,-118.4,863,398.2022233,856,,,
899,37.8,-118.2,899,399.167769,900,,,
935,37.8,-118,935,400.9420205,253,,,
971,37.8,-117.8,971,403.5143029,512,,,
1007,37.8,-117.6,1007,406.8694701,300,,,
1043,37.8,-117.4,1043,410.9883349,440,,,
1079,37.8,-117.2,1079,415.8481882,358,,,
1115,37.8,-117,1115,421.4233755,466,,,
1151,37.8,-116.8,1151,427.6858999,366,,,
1187,37.8,-116.6,1187,434.606024,325,,,
1223,37.8,-116.4,1223,442.1528439,513,,,
1259,37.8,-116.2,1259,450.2948202,372,,,
1295,37.8,-116,1295,459.0002489,365,,,
1331,37.8,-115.8,1331,468.2376686,335,,,
1367,37.8,-115.6,1367,477.9761984,798,,,
1403,37.8,-115.4,1403,488.1858104,414,,,
1439,37.8,-115.2,1439,498.8375392,369,,,
1475,37.8,-115,1475,509.9036348,463,,,
1511,37.8,-114.8,1511,521.3576674,190,,,
1547,37.8,-114.6,1547,533.1745888,456,,,
1583,37.8,-114.4,1583,545.3307609,304,,,
1619,37.8,-114.2,1619,557.8039546,631,,,
1655,37.8,-114,1655,570.5733284,786,,,
36,38,-123,36,581.2791919,565,,,
72,38,-122.8,72,568.9940516,385,,,
108,38,-122.6,108,557.0191503,671,,,
144,38,-122.4,144,545.3749768,600,,,
180,38,-122.2,180,534.0832143,376,,,
216,38,-122,216,523.1667314,431,,,
252,38,-121.8,252,512.6495504,446,,,
288,38,-121.6,288,502.5567869,356,,,
324,38,-121.4,324,492.9145562,435,,,
360,38,-121.2,360,483.7498418,447,,,
396,38,-121,396,475.0903188,456,,,
432,38,-120.8,432,466.964131,710,,,
468,38,-120.6,468,459.3996168,707,,,
504,38,-120.4,504,452.4249831,710,,,
540,38,-120.2,540,446.067931,710,,,
576,38,-120,576,440.3552351,468,,,
612,38,-119.8,612,435.3122891,559,,,
648,38,-119.6,648,430.9626266,699,,,
684,38,-119.4,684,427.3274373,710,,,
720,38,-119.2,720,424.4250952,719,,,
756,38,-119,756,422.2707242,319,,,
792,38,-118.8,792,420.8758196,537,,,
828,38,-118.6,828,420.24795,538,,,
864,38,-118.4,864,420.3905549,475,,,
900,38,-118.2,900,421.3028513,417,,,
936,38,-118,936,422.979855,355,,,
972,38,-117.8,972,425.4125156,309,,,
1008,38,-117.6,1008,428.5879557,446,,,
1044,38,-117.4,1044,432.4898014,458,,,
1080,38,-117.2,1080,437.0985836,387,,,
1116,38,-117,1116,442.3921894,241,,,
1152,38,-116.8,1152,448.3463405,266,,,
1188,38,-116.6,1188,454.9350772,468,,,
1224,38,-116.4,1224,462.1312309,776,,,
1260,38,-116.2,1260,469.9068665,620,,,
1296,38,-116,1296,478.2336873,231,,,
1332,38,-115.8,1332,487.0833918,551,,,
1368,38,-115.6,1368,496.4279803,377,,,
1404,38,-115.4,1404,506.2400101,507,,,
1440,38,-115.2,1440,516.4928011,415,,,
1476,38,-115,1476,527.1605945,477,,,
1512,38,-114.8,1512,538.2186702,271,,,
1548,38,-114.6,1548,549.6434275,900,,,
1584,38,-114.4,1584,561.4124339,333,,,
1620,38,-114.2,1620,573.5044481,566,,,
1656,38,-114,1656,585.8994218,538,,,
