StationID,FAS_0p100_,FAS_0p150_,FAS_0p200_,FAS_0p250_,FAS_0p300_,FAS_0p400_,FAS_0p500_,FAS_0p750_,FAS_1p000_,FAS_1p500_,FAS_2p000_
UW.ERW,-0.7041660072974854,-0.8595670153825287,-0.7838682261278197,-0.632451643620928,-0.6745906109668793,-0.8811627881110466,-0.7829694736155571,-0.49006946745177066,-0.369291755030702,-0.8646117887208421,-0.9069685574327763
UW.EVGW,,0.3820465076884021,1.1779761756932945,0.8350397023216186,1.2304136100975478,0.8703369375718361,1.4199868981569652,0.7062641977089186,0.8877603001700883,0.5613188348045988,0.9845850443983453
UW.FHE,0.519595518383611,0.559686746259102,0.3193032927822566,-0.2616352056510578,-0.2529179225684501,-0.5929720441611639,-0.8349018515808012,-0.8595819419169295,-0.7226231320778714,-0.6260618632825043,-0.568754120570461
UW.FINN,-0.9010804396729114,-0.5676217452835112,-0.29727308382934725,-0.0490021666351098,0.01841616723754631,-0.18379222768856454,0.15943025577622852,0.6081859269718622,0.4569443434886898,0.9958777707255188,0.5766331697805752
UW.FISH,,,0.47945222714051067,0.9105378580770731,1.4185135718812472,0.5627183773404185,0.2697732793112997,0.078194676004745,-0.19734506483503983,,
UW.FMW,0.8851545085336785,0.9622568103104332,0.69813556949443,0.27084358925597124,0.34530044176232166,-0.13152716572988307,0.2693948289628972,-0.16775309959993948,-0.044442373795584716,-0.8197673773719423,-0.6044254339109396
UW.FORK,-0.975065582145843,-1.0982068365493194,-0.814132795872982,-0.44555204101464896,-0.4059478935017176,-0.25668464388581713,0.11802271139924517,0.07839465421874373,-0.03158771735537041,0.18069847685543727,0.18052652686145967
UW.GBB,-0.23834555140760338,-0.4460216432056282,-1.0199212758674683,-1.445964244438569,-1.3706940543596595,-1.832950168142389,-1.5939865881021242,-1.5647784339986015,,,
UW.GHW,,0.376418333261247,0.4175644205160154,0.13310043755427656,0.26055672388187995,0.16773506997122245,0.3106306663906374,0.11509561259022014,0.06455243713695906,0.8520766730878999,
UW.GNW,-0.14396481074857762,-0.5923091952183753,-0.7768518131766712,-0.7122820638827239,-0.7909319308897087,-0.8248550286650845,-1.0767344131565906,-1.0273448770825475,-1.1660681084164055,-0.8451775548977671,-1.1221665783640242
UW.GRUT,,0.6472035364002815,0.4336791175164269,0.6968367069744532,0.2570371128737044,0.22108867141285277,0.5909790595442319,0.7147946850575054,0.237062432638117,-0.03894297659733915,
UW.H1K,0.2194039767729115,0.6749201125332519,0.8839617162905725,0.4939427139626607,0.5929916080030186,0.7755879040089685,0.8272416831531159,0.6626392884733404,0.8086522812597221,1.2527710638042688,
UW.HEBO,0.02991374870227573,0.2767736232686824,0.24254379418366337,-0.12691743691520477,-0.23717861904757484,-0.0839417999607001,-0.46865678834895313,-0.18243807772664117,-0.07847070284252541,0.2368182572753347,0.6338971724956338
UW.HICC,-0.4160031395579326,-0.1499300381625212,0.20121180071050127,-0.04439690126245678,0.08552537573811315,0.12712187237358372,0.676129263556128,-0.18839808788683182,0.5460717814647537,-0.0528849448390354,
